YEAR,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,condition,updated
2013,6.2,5.7,5.8,5.1,4.6,3.2,3.4,3.0,3.2,4.5,4.8,5.2,030,"25 July, 2020"
2014,7.0,7.5,7.3,7.0,6.4,4.4,4.0,3.8,3.8,4.8,5.7,7.2,030,"25 July, 2020"
2015,9.7,8.4,8.7,7.1,5.5,4.2,4.0,3.4,3.6,4.9,5.0,6.4,030,"25 July, 2020"
2016,9.1,9.4,8.4,7.2,6.5,4.9,5.2,4.2,3.6,4.4,5.2,6.4,030,"25 July, 2020"
2017,8.8,7.8,8.9,6.3,5.5,3.9,3.8,3.6,3.1,5.0,4.7,5.4,030,"25 July, 2020"
2018,6.7,6.2,6.3,5.5,4.8,3.7,3.8,3.2,3.1,4.0,4.2,5.2,030,"25 July, 2020"
2019,6.4,6.3,6.1,5.5,4.7,3.4,3.7,3.2,3.6,5.1,5.0,5.6,030,"25 July, 2020"
2020,7.0,10.2,5.3,3.4,3.4,2.7,1.2,0.0,0.0,0.0,0.0,0.0,030,"25 July, 2020"
1991,0.7,1.0,0.8,0.6,0.9,0.5,0.6,0.6,0.5,0.7,0.6,0.3,031,"25 July, 2020"
1992,0.5,0.4,0.5,0.5,0.4,0.5,0.4,0.5,0.5,0.7,0.6,0.6,031,"25 July, 2020"
1993,0.7,0.8,0.8,0.4,0.3,0.4,0.5,0.4,0.4,0.4,0.5,0.3,031,"25 July, 2020"
1994,0.5,0.6,0.9,0.7,0.5,0.4,0.6,0.3,0.4,0.4,0.5,0.5,031,"25 July, 2020"
1995,0.7,0.6,0.9,0.4,0.5,0.5,0.6,0.4,0.3,0.5,0.4,0.4,031,"25 July, 2020"
1996,0.5,0.5,0.4,0.4,0.5,0.4,0.6,0.3,0.4,0.4,0.6,0.5,031,"25 July, 2020"
1997,0.9,0.7,0.6,0.6,0.6,0.5,0.4,0.3,0.4,0.5,0.6,0.4,031,"25 July, 2020"
1998,0.5,0.5,0.4,0.5,0.4,0.2,0.4,0.3,0.2,0.5,0.4,0.4,031,"25 July, 2020"
1999,0.4,0.4,0.6,0.5,0.3,0.3,0.4,0.2,0.4,0.3,0.2,0.3,031,"25 July, 2020"
2000,0.3,0.3,0.3,0.4,0.4,0.3,0.3,0.2,0.3,0.3,0.3,0.4,031,"25 July, 2020"
2001,0.3,0.3,0.4,0.3,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,031,"25 July, 2020"
2002,0.3,0.3,0.2,0.3,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,031,"25 July, 2020"
2003,0.3,0.2,0.3,0.2,0.2,0.1,0.1,0.2,0.2,0.1,0.2,0.1,031,"25 July, 2020"
2004,0.3,0.2,0.3,0.3,0.2,0.2,0.1,0.2,0.1,0.3,0.2,0.2,031,"25 July, 2020"
2005,0.3,0.4,0.4,0.3,0.3,0.3,0.2,0.2,0.3,0.3,0.2,0.3,031,"25 July, 2020"
2006,0.4,0.3,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2,031,"25 July, 2020"
2007,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.3,0.2,031,"25 July, 2020"
2008,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.4,0.3,0.3,031,"25 July, 2020"
2009,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,031,"25 July, 2020"
2010,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,031,"25 July, 2020"
2011,0.3,0.2,0.2,0.1,0.2,0.1,0.2,0.1,0.1,0.2,0.2,0.2,031,"25 July, 2020"
2012,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.2,0.3,0.2,031,"25 July, 2020"
2013,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.1,0.2,0.2,0.2,0.3,031,"25 July, 2020"
2014,0.5,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.3,0.5,031,"25 July, 2020"
2015,0.6,0.4,0.3,0.4,0.3,0.3,0.5,0.3,0.3,0.2,0.3,0.4,031,"25 July, 2020"
2016,0.6,0.5,0.4,0.4,0.5,0.6,0.5,0.5,0.4,0.6,0.5,0.5,031,"25 July, 2020"
2017,0.7,0.5,0.4,0.4,0.6,0.7,0.7,0.6,0.5,0.7,0.7,0.7,031,"25 July, 2020"
2018,0.9,0.7,0.6,0.6,0.6,0.5,1.1,1.0,0.9,1.1,1.1,0.9,031,"25 July, 2020"
2019,1.5,1.1,1.1,1.3,1.1,0.8,0.9,0.9,0.8,1.1,1.0,0.9,031,"25 July, 2020"
2020,1.6,1.5,1.0,0.3,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,031,"25 July, 2020"
2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,069,"25 July, 2020"
2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,069,"25 July, 2020"
2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,069,"25 July, 2020"
2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,069,"25 July, 2020"
2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,069,"25 July, 2020"
2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,069,"25 July, 2020"
2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,069,"25 July, 2020"
2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,069,"25 July, 2020"
2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,069,"25 July, 2020"
2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,069,"25 July, 2020"
2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,069,"25 July, 2020"
2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,069,"25 July, 2020"
2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,069,"25 July, 2020"
2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,069,"25 July, 2020"
2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,069,"25 July, 2020"
2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,069,"25 July, 2020"
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,069,"25 July, 2020"
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,069,"25 July, 2020"
2004,0.6,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.3,0.2,066,"25 July, 2020"
2005,0.5,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.2,0.2,066,"25 July, 2020"
2006,0.4,0.3,0.3,0.3,0.5,0.3,0.3,0.3,0.4,0.4,0.6,0.4,066,"25 July, 2020"
2007,0.5,0.5,0.5,0.5,0.8,0.6,0.6,0.7,0.5,0.5,0.7,0.4,066,"25 July, 2020"
2008,0.5,0.6,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4,066,"25 July, 2020"
2009,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.4,0.5,0.4,066,"25 July, 2020"
2010,0.5,0.5,0.4,0.4,0.5,0.4,0.4,0.4,0.3,0.4,0.4,0.4,066,"25 July, 2020"
2011,0.5,0.5,0.6,0.4,0.5,0.4,0.5,0.5,0.4,0.5,0.5,0.4,066,"25 July, 2020"
2012,0.5,0.6,0.5,0.6,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.5,066,"25 July, 2020"
2013,0.6,0.6,0.7,0.6,0.6,0.5,0.7,0.7,0.7,0.7,0.6,0.6,066,"25 July, 2020"
2014,0.7,0.7,0.6,0.7,0.8,0.7,0.7,0.8,0.8,0.8,0.7,0.8,066,"25 July, 2020"
2015,0.9,0.8,1.0,0.9,0.8,1.0,1.2,1.0,1.0,1.0,1.2,0.9,066,"25 July, 2020"
2016,1.1,1.1,1.1,1.2,1.3,1.1,1.1,1.4,1.2,1.1,1.2,1.0,066,"25 July, 2020"
2017,1.4,1.5,1.6,1.2,1.8,1.4,1.5,1.7,1.4,1.7,1.5,1.3,066,"25 July, 2020"
2018,1.7,1.6,1.5,1.4,1.7,1.5,1.7,1.8,1.7,2.0,2.0,1.6,066,"25 July, 2020"
2019,1.9,2.0,2.0,1.7,2.1,1.8,2.0,2.1,2.0,2.0,2.0,1.7,066,"25 July, 2020"
2020,2.1,1.7,1.5,1.2,1.4,1.3,0.5,0.0,0.0,0.0,0.0,0.0,066,"25 July, 2020"
2004,0.6,0.4,0.6,0.6,0.6,0.5,0.6,0.6,0.5,0.6,0.7,0.5,067,"25 July, 2020"
2005,0.4,0.5,0.5,0.6,0.6,0.5,0.6,0.6,0.6,0.6,0.5,0.6,067,"25 July, 2020"
2006,0.5,0.6,0.5,0.4,0.6,0.6,0.5,0.6,0.5,0.4,0.5,0.5,067,"25 July, 2020"
2007,0.6,0.5,0.6,0.5,0.6,0.6,0.5,0.6,0.7,0.6,0.6,0.5,067,"25 July, 2020"
2008,0.5,0.5,0.5,0.6,0.5,0.5,0.6,0.4,0.7,0.6,0.6,0.4,067,"25 July, 2020"
2009,0.5,0.5,0.7,0.6,0.7,0.6,0.6,0.5,0.5,0.6,0.5,0.5,067,"25 July, 2020"
2010,0.4,0.4,0.6,0.5,0.6,0.7,0.6,0.6,0.4,0.5,0.5,0.4,067,"25 July, 2020"
2011,0.4,0.5,0.6,0.5,0.5,0.5,0.5,0.6,0.5,0.7,0.5,0.4,067,"25 July, 2020"
2012,0.5,0.5,0.5,0.4,0.6,0.5,0.6,0.5,0.5,0.6,0.5,0.4,067,"25 July, 2020"
2013,0.5,0.6,0.6,0.7,0.7,0.6,0.7,0.7,0.7,0.6,0.6,0.6,067,"25 July, 2020"
2014,0.6,0.8,0.7,0.6,0.8,0.6,0.6,0.7,0.7,0.7,0.7,0.5,067,"25 July, 2020"
2015,0.6,0.8,0.8,0.7,0.7,0.7,0.8,0.7,0.6,0.7,0.7,0.6,067,"25 July, 2020"
2016,0.6,0.7,0.7,0.7,0.7,0.7,0.8,0.7,0.8,0.7,0.8,0.6,067,"25 July, 2020"
2017,0.7,0.7,0.7,0.6,0.8,0.7,0.7,0.8,0.6,0.7,0.7,0.6,067,"25 July, 2020"
2018,0.7,0.8,0.8,0.7,0.9,0.8,0.7,0.8,0.6,0.8,0.9,0.7,067,"25 July, 2020"
2019,0.7,0.8,0.9,0.9,0.9,0.8,0.8,1.0,1.0,0.9,0.8,0.7,067,"25 July, 2020"
2020,0.7,0.9,1.3,0.9,1.0,0.8,0.5,0.0,0.0,0.0,0.0,0.0,067,"25 July, 2020"
1991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,047,"25 July, 2020"
1992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,047,"25 July, 2020"
1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,047,"25 July, 2020"
1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,047,"25 July, 2020"
1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,047,"25 July, 2020"
1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,047,"25 July, 2020"
1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,047,"25 July, 2020"
1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,047,"25 July, 2020"
1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,047,"25 July, 2020"
2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,047,"25 July, 2020"
2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,047,"25 July, 2020"
2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,047,"25 July, 2020"
2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,047,"25 July, 2020"
2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,047,"25 July, 2020"
2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,047,"25 July, 2020"
2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,047,"25 July, 2020"
2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,047,"25 July, 2020"
2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,047,"25 July, 2020"
2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,047,"25 July, 2020"
2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,047,"25 July, 2020"
2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,047,"25 July, 2020"
2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,047,"25 July, 2020"
2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,047,"25 July, 2020"
2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,047,"25 July, 2020"
2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,047,"25 July, 2020"
2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,047,"25 July, 2020"
2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,047,"25 July, 2020"
2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,047,"25 July, 2020"
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,047,"25 July, 2020"
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,047,"25 July, 2020"
1991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,033,"25 July, 2020"
1992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,033,"25 July, 2020"
1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,033,"25 July, 2020"
1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,033,"25 July, 2020"
1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,033,"25 July, 2020"
1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,033,"25 July, 2020"
1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,033,"25 July, 2020"
1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,033,"25 July, 2020"
1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,033,"25 July, 2020"
2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,033,"25 July, 2020"
2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,033,"25 July, 2020"
2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,033,"25 July, 2020"
2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,033,"25 July, 2020"
2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,033,"25 July, 2020"
2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,033,"25 July, 2020"
2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,033,"25 July, 2020"
2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,033,"25 July, 2020"
2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,033,"25 July, 2020"
2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,033,"25 July, 2020"
2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,033,"25 July, 2020"
2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,033,"25 July, 2020"
2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,033,"25 July, 2020"
2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,033,"25 July, 2020"
2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,033,"25 July, 2020"
2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,033,"25 July, 2020"
2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,033,"25 July, 2020"
2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,033,"25 July, 2020"
2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,033,"25 July, 2020"
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,033,"25 July, 2020"
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,033,"25 July, 2020"
1991,0.2,0.2,0.1,0.2,0.3,0.2,0.4,0.4,0.3,0.4,0.4,0.3,034,"25 July, 2020"
1992,0.3,0.5,0.3,0.5,0.2,0.3,0.4,0.6,0.5,0.8,0.4,0.5,034,"25 July, 2020"
1993,0.5,0.4,0.5,0.4,0.4,0.5,0.6,0.4,0.5,0.5,0.6,0.4,034,"25 July, 2020"
1994,0.5,0.4,0.6,0.4,0.5,0.5,0.5,0.4,0.6,0.5,0.5,0.5,034,"25 July, 2020"
1995,0.5,0.4,0.6,0.3,0.4,0.5,0.5,0.4,0.4,0.5,0.6,0.5,034,"25 July, 2020"
1996,0.5,0.5,0.6,0.4,0.5,0.4,0.4,0.4,0.5,0.5,0.6,0.5,034,"25 July, 2020"
1997,0.3,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.5,0.4,0.6,0.5,034,"25 July, 2020"
1998,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.3,0.4,0.5,034,"25 July, 2020"
1999,0.3,0.5,0.5,0.4,0.6,0.7,0.4,0.5,0.4,0.8,0.5,0.6,034,"25 July, 2020"
2000,0.4,0.5,0.5,0.3,0.4,0.4,0.6,0.5,0.5,0.4,0.6,0.4,034,"25 July, 2020"
2001,0.5,0.4,0.4,0.3,0.4,0.3,0.5,0.4,0.5,0.5,0.6,0.5,034,"25 July, 2020"
2002,0.5,0.4,0.4,0.5,0.5,0.5,0.5,0.4,0.5,0.5,0.5,0.4,034,"25 July, 2020"
2003,0.4,0.4,0.4,0.3,0.4,0.3,0.4,0.4,0.5,0.6,0.4,0.5,034,"25 July, 2020"
2004,0.5,0.4,0.4,0.4,0.5,0.4,0.4,0.5,0.5,0.4,0.5,0.6,034,"25 July, 2020"
2005,0.4,0.4,0.4,0.5,0.5,0.4,0.4,0.5,0.5,0.5,0.5,0.5,034,"25 July, 2020"
2006,0.5,0.4,0.5,0.4,0.4,0.5,0.4,0.5,0.6,0.5,0.6,0.5,034,"25 July, 2020"
2007,0.5,0.4,0.5,0.4,0.4,0.3,0.4,0.5,0.4,0.6,0.5,0.5,034,"25 July, 2020"
2008,0.5,0.4,0.5,0.5,0.4,0.4,0.5,0.4,0.5,0.5,0.5,0.6,034,"25 July, 2020"
2009,0.5,0.5,0.5,0.4,0.3,0.4,0.5,0.5,0.5,0.7,0.6,0.6,034,"25 July, 2020"
2010,0.5,0.4,0.5,0.5,0.4,0.5,0.5,0.5,0.6,0.6,0.6,0.6,034,"25 July, 2020"
2011,0.5,0.4,0.5,0.4,0.4,0.4,0.6,0.5,0.7,0.6,0.5,0.6,034,"25 July, 2020"
2012,0.5,0.5,0.5,0.3,0.4,0.4,0.4,0.5,0.5,0.6,0.5,0.5,034,"25 July, 2020"
2013,0.5,0.5,0.4,0.5,0.4,0.4,0.5,0.5,0.5,0.5,0.4,0.5,034,"25 July, 2020"
2014,0.5,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.5,0.5,034,"25 July, 2020"
2015,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,034,"25 July, 2020"
2016,0.4,0.5,0.5,0.4,0.4,0.4,0.4,0.5,0.5,0.6,0.5,0.6,034,"25 July, 2020"
2017,0.4,0.4,0.5,0.4,0.4,0.5,0.4,0.5,0.5,0.5,0.6,0.6,034,"25 July, 2020"
2018,0.4,0.5,0.5,0.4,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,034,"25 July, 2020"
2019,0.4,0.4,0.5,0.5,0.6,0.4,0.5,0.5,0.5,0.6,0.5,0.5,034,"25 July, 2020"
2020,0.4,0.5,0.5,0.5,0.5,0.5,0.4,0.0,0.0,0.0,0.0,0.0,034,"25 July, 2020"
2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,070,"25 July, 2020"
2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,070,"25 July, 2020"
2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,070,"25 July, 2020"
2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,070,"25 July, 2020"
2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,070,"25 July, 2020"
2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,070,"25 July, 2020"
2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,070,"25 July, 2020"
2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,070,"25 July, 2020"
2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,070,"25 July, 2020"
2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,070,"25 July, 2020"
2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,070,"25 July, 2020"
2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,070,"25 July, 2020"
2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,070,"25 July, 2020"
2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,070,"25 July, 2020"
2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,070,"25 July, 2020"
2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,070,"25 July, 2020"
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,070,"25 July, 2020"
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,070,"25 July, 2020"
1991,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,035,"25 July, 2020"
1992,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,035,"25 July, 2020"
1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,035,"25 July, 2020"
1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,035,"25 July, 2020"
1995,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,035,"25 July, 2020"
1996,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,035,"25 July, 2020"
1997,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,035,"25 July, 2020"
1998,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,035,"25 July, 2020"
1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,035,"25 July, 2020"
2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,035,"25 July, 2020"
2001,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,035,"25 July, 2020"
2002,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,035,"25 July, 2020"
2003,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,035,"25 July, 2020"
2004,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,035,"25 July, 2020"
2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,035,"25 July, 2020"
2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,035,"25 July, 2020"
2007,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,035,"25 July, 2020"
2008,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,035,"25 July, 2020"
2009,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,035,"25 July, 2020"
2010,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,035,"25 July, 2020"
2011,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,035,"25 July, 2020"
2012,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,035,"25 July, 2020"
2013,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,035,"25 July, 2020"
